relative_path,file_name,file_ext,file_size_bytes,checksum_sha256,image_width,image_height,camera_stream_id,view_type,participant_id,day_or_session_id,read_status,integrity_status,day_id,timestamp_id,selection_seed,image_id,face_count_category,face_scale_category,edge_partial_face,profile_occluded_face,downward_egocentric_view,blur_low_sharpness,low_light_dim,clutter_level,text_screen_risk,outdoor_vehicle_scene,category_review_status,condition_label,category_notes
day3/members/werner/16_0642.webp,16_0642.webp,webp,200048,0b736994722e7d201d6a074cd8bbdf115421825a0c8981865bd3e499e7775bfb,3840,2160,werner,egocentric,werner,day3,ok,valid,day3,16_0642,42,day3/members/werner/16_0642.webp,single_face,very_small_or_distant,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,pending,single_face|very_small_or_distant|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/cathal/15_0700.webp,15_0700.webp,webp,244386,d1645cd1c4840c399a8de68f9a1d17dc3b9241533a1ce37a3dbf5724074fccc0,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,15_0700,42,day1/members/cathal/15_0700.webp,single_face,very_small_or_distant,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,pending,single_face|very_small_or_distant|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day4/members/allie/08_0286.webp,08_0286.webp,webp,163918,89834e06ba4ec378f768ed88c25e5d0999a6d3638a3707edef2a76941abeb1da,3840,2160,allie,egocentric,allie,day4,ok,valid,day4,08_0286,42,day4/members/allie/08_0286.webp,single_face,small,no,pending_review,no,yes,no,medium,not_assessed_in_face_review,no,pending,single_face|small|motion_blur_or_low_sharpness|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day4/members/luca/08_0033.webp,08_0033.webp,webp,218634,adbb4b18184527f6337055517a736240e2bf72f634c4bedf94050b9527c26164,3840,2160,luca,egocentric,luca,day4,ok,valid,day4,08_0033,42,day4/members/luca/08_0033.webp,single_face,very_small_or_distant,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,pending,single_face|very_small_or_distant|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day4/members/werner/10_0394.webp,10_0394.webp,webp,208508,0b4cac6d8dcd5d72f3061d7b480f41eb7c6ecfcc905e2d8612f83d418eeb45c7,3840,2160,werner,egocentric,werner,day4,ok,valid,day4,10_0394,42,day4/members/werner/10_0394.webp,single_face,small,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,pending,single_face|small|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/luca/08_0407.webp,08_0407.webp,webp,97420,07f8bdaa49140f3511abfa715d0022f12e5241e8577a1094d957331b8fbd5d19,3840,2160,luca,egocentric,luca,day1,ok,valid,day1,08_0407,42,day1/members/luca/08_0407.webp,single_face,medium,yes,pending_review,yes,yes,no,low,not_assessed_in_face_review,no,pending,single_face|medium|edge_or_partial|downward_egocentric|motion_blur_or_low_sharpness|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/cathal/13_0067.webp,13_0067.webp,webp,219420,08f2f15132633faf8a1136c9db0e4354ea13fff1edbd9efd1a80de2fa36752a0,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,13_0067,42,day1/members/cathal/13_0067.webp,single_face,small,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,pending,single_face|small|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/allie/15_0612.webp,15_0612.webp,webp,203512,711b0e5e1ef5ee427db577addb9c925321b4dc8157db891b34924d392d4e0f36,3840,2160,allie,egocentric,allie,day1,ok,valid,day1,15_0612,42,day1/members/allie/15_0612.webp,single_face,small,yes,pending_review,no,no,no,low,not_assessed_in_face_review,no,pending,single_face|small|edge_or_partial|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day2/members/klaus/17_0578.webp,17_0578.webp,webp,278688,31ae358003976f98a058801fd15c0b4338a6eb88bf4ddf276b5a8c7386bfcda6,3840,2160,klaus,egocentric,klaus,day2,ok,valid,day2,17_0578,42,day2/members/klaus/17_0578.webp,single_face,medium,no,pending_review,no,no,yes,high,not_assessed_in_face_review,no,pending,single_face|medium|low_light_or_dim|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day2/members/klaus/16_0012.webp,16_0012.webp,webp,311568,b706b7eb930bf6985d312acabb0d31ef957f3f96e3170de51a8651f7ea04262b,3840,2160,klaus,egocentric,klaus,day2,ok,valid,day2,16_0012,42,day2/members/klaus/16_0012.webp,single_face,small,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,pending,single_face|small|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day3/members/klaus/19_0367.webp,19_0367.webp,webp,103854,02eb84a776ac23c944d352ce5ff45e348dd8bf0e2c02e778519642dcde804c6d,3840,2160,klaus,egocentric,klaus,day3,ok,valid,day3,19_0367,42,day3/members/klaus/19_0367.webp,single_face,very_small_or_distant,no,pending_review,no,yes,yes,low,not_assessed_in_face_review,no,pending,single_face|very_small_or_distant|motion_blur_or_low_sharpness|low_light_or_dim|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
