relative_path,file_name,file_ext,file_size_bytes,checksum_sha256,image_width,image_height,camera_stream_id,view_type,participant_id,day_or_session_id,read_status,integrity_status,day_id,timestamp_id,selection_seed,image_id,face_count_category,face_scale_category,edge_partial_face,profile_occluded_face,downward_egocentric_view,blur_low_sharpness,low_light_dim,clutter_level,text_screen_risk,outdoor_vehicle_scene,category_review_status,condition_label,category_notes
day3/members/werner/16_0642.webp,16_0642.webp,webp,200048,0b736994722e7d201d6a074cd8bbdf115421825a0c8981865bd3e499e7775bfb,3840,2160,werner,egocentric,werner,day3,ok,valid,day3,16_0642,42,day3/members/werner/16_0642.webp,single_face,very_small_or_distant,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,pending,single_face|very_small_or_distant|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/cathal/15_0700.webp,15_0700.webp,webp,244386,d1645cd1c4840c399a8de68f9a1d17dc3b9241533a1ce37a3dbf5724074fccc0,3840,2160,cathal,egocentric,cathal,day1,ok,valid,day1,15_0700,42,day1/members/cathal/15_0700.webp,single_face,very_small_or_distant,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,pending,single_face|very_small_or_distant|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day3/members/onanong/10_0300.webp,10_0300.webp,webp,202378,372f8b5049056be537a72ddc7bd4abac073070abcf57e0c9c9cca449d13039ad,3840,2160,onanong,egocentric,onanong,day3,ok,valid,day3,10_0300,42,day3/members/onanong/10_0300.webp,multi_face,very_small_or_distant,no,pending_review,no,no,no,low,not_assessed_in_face_review,no,pending,multi_face|very_small_or_distant|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day4/members/luca/08_0033.webp,08_0033.webp,webp,218634,adbb4b18184527f6337055517a736240e2bf72f634c4bedf94050b9527c26164,3840,2160,luca,egocentric,luca,day4,ok,valid,day4,08_0033,42,day4/members/luca/08_0033.webp,single_face,very_small_or_distant,no,pending_review,no,no,no,medium,not_assessed_in_face_review,no,pending,single_face|very_small_or_distant|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/allie/10_0243.webp,10_0243.webp,webp,273634,5e061138cb1614b8c3d8463391b32ad6f97c840dc4c5ec54e24d12a7c8835ae3,3840,2160,allie,egocentric,allie,day1,ok,valid,day1,10_0243,42,day1/members/allie/10_0243.webp,multi_face,very_small_or_distant,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,pending,multi_face|very_small_or_distant|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/luca/11_0071.webp,11_0071.webp,webp,187982,02f2b2c51e064321fbfb0b9e6febdec6655e02b9b1fc595bf8cccfab2204a769,3840,2160,luca,egocentric,luca,day1,ok,valid,day1,11_0071,42,day1/members/luca/11_0071.webp,multi_face,very_small_or_distant,yes,pending_review,yes,no,no,low,not_assessed_in_face_review,no,pending,multi_face|very_small_or_distant|edge_or_partial|downward_egocentric|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/luca/10_0459.webp,10_0459.webp,webp,218400,7e2129db4f6bb960d04d19a2ed8883b6777c26136f2ffa1c7f376b2c02d50d0f,3840,2160,luca,egocentric,luca,day1,ok,valid,day1,10_0459,42,day1/members/luca/10_0459.webp,multi_face,very_small_or_distant,yes,pending_review,yes,no,no,medium,not_assessed_in_face_review,no,pending,multi_face|very_small_or_distant|edge_or_partial|downward_egocentric|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day3/members/klaus/19_0367.webp,19_0367.webp,webp,103854,02eb84a776ac23c944d352ce5ff45e348dd8bf0e2c02e778519642dcde804c6d,3840,2160,klaus,egocentric,klaus,day3,ok,valid,day3,19_0367,42,day3/members/klaus/19_0367.webp,single_face,very_small_or_distant,no,pending_review,no,yes,yes,low,not_assessed_in_face_review,no,pending,single_face|very_small_or_distant|motion_blur_or_low_sharpness|low_light_or_dim|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/florian/08_0373.webp,08_0373.webp,webp,144036,db2444b2b3e3d072a47150403631b8d0ee45a5ec884aec900fbac13e4df65839,3840,2160,florian,egocentric,florian,day1,ok,valid,day1,08_0373,42,day1/members/florian/08_0373.webp,multi_face,very_small_or_distant,no,pending_review,no,no,no,low,not_assessed_in_face_review,no,pending,multi_face|very_small_or_distant|clutter_low,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day3/members/bjorn/13_0090.webp,13_0090.webp,webp,283148,3949d6df86faeacd2ed6652b78dac9f5620131ce107da34896fab3bd9e51b69e,3840,2160,bjorn,egocentric,bjorn,day3,ok,valid,day3,13_0090,42,day3/members/bjorn/13_0090.webp,single_face,very_small_or_distant,no,pending_review,yes,no,no,medium,not_assessed_in_face_review,no,pending,single_face|very_small_or_distant|downward_egocentric|clutter_medium,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
