relative_path,file_name,file_ext,file_size_bytes,checksum_sha256,image_width,image_height,camera_stream_id,view_type,participant_id,day_or_session_id,read_status,integrity_status,day_id,timestamp_id,selection_seed,image_id,face_count_category,face_scale_category,edge_partial_face,profile_occluded_face,downward_egocentric_view,blur_low_sharpness,low_light_dim,clutter_level,text_screen_risk,outdoor_vehicle_scene,category_review_status,condition_label,category_notes
day1/members/luca/11_0360.webp,11_0360.webp,webp,249284,8fb45535ffb70cb4e1db96e98dfc0c996c81fe25238b11dceb6a97a1a5aa9cc3,3840,2160,luca,egocentric,luca,day1,ok,valid,day1,11_0360,42,day1/members/luca/11_0360.webp,multi_face,mixed_scale,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,pending,multi_face|mixed_scale|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day2/members/bjorn/17_0341.webp,17_0341.webp,webp,356208,0f1dcc2757facbf659d55e85ce84ae0178831bacb70073d60aeaf96990022f9f,3840,2160,bjorn,egocentric,bjorn,day2,ok,valid,day2,17_0341,42,day2/members/bjorn/17_0341.webp,no_face,none,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,pending,no_face|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/stevan/14_0277.webp,14_0277.webp,webp,271276,6c1c49fe8388598b18e9b0559a84608e0b2ad4cef7c61e05a122059168daa318,3840,2160,stevan,egocentric,stevan,day1,ok,valid,day1,14_0277,42,day1/members/stevan/14_0277.webp,multi_face,medium,no,pending_review,yes,no,no,high,not_assessed_in_face_review,no,pending,multi_face|medium|downward_egocentric|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/onanong/14_0475.webp,14_0475.webp,webp,370792,45b648b3722a00b94e1437f52cf8d17205abb39c92f008df17f57b7aaec767f7,3840,2160,onanong,egocentric,onanong,day1,ok,valid,day1,14_0475,42,day1/members/onanong/14_0475.webp,multi_face,mixed_scale,yes,pending_review,yes,no,no,high,not_assessed_in_face_review,no,pending,multi_face|mixed_scale|edge_or_partial|downward_egocentric|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day3/members/stevan/13_0254.webp,13_0254.webp,webp,247270,7b3bbdbeed9211a483c1be8a20c539dfe99e39d08c905ea17be3b4ef40057489,3840,2160,stevan,egocentric,stevan,day3,ok,valid,day3,13_0254,42,day3/members/stevan/13_0254.webp,multi_face,small,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,pending,multi_face|small|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day3/members/florian/20_0331.webp,20_0331.webp,webp,240670,a62892b7f9366c5f6cb6472245f0256491d053fbb110e320ab9da68079380623,3840,2160,florian,egocentric,florian,day3,ok,valid,day3,20_0331,42,day3/members/florian/20_0331.webp,multi_face,small,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,pending,multi_face|small|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day4/members/werner/08_0207.webp,08_0207.webp,webp,218776,111aaa6f8a172a4a081969e5935f3374423a73565994712c90e515cae8e15061,3840,2160,werner,egocentric,werner,day4,ok,valid,day4,08_0207,42,day4/members/werner/08_0207.webp,multi_face,mixed_scale,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,pending,multi_face|mixed_scale|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day3/members/bjorn/12_0491.webp,12_0491.webp,webp,992676,50f67dbb486a6ab2d38ac52902a28e8464acb83562ecf860003b167c57a4b5c6,3840,2160,bjorn,egocentric,bjorn,day3,ok,valid,day3,12_0491,42,day3/members/bjorn/12_0491.webp,no_face,none,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,pending,no_face|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/luca/14_0397.webp,14_0397.webp,webp,269240,2746a1c1ab4ef173b544c7773bd523b8cec47ac614ed126e5d69ca560614fbe6,3840,2160,luca,egocentric,luca,day1,ok,valid,day1,14_0397,42,day1/members/luca/14_0397.webp,multi_face,mixed_scale,yes,pending_review,yes,no,no,high,not_assessed_in_face_review,no,pending,multi_face|mixed_scale|edge_or_partial|downward_egocentric|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day1/members/stevan/11_0191.webp,11_0191.webp,webp,261452,f190d70fe3cc56957f9f00daaa2c5e14089d31d73376a95d2ad1933dd5f8c363,3840,2160,stevan,egocentric,stevan,day1,ok,valid,day1,11_0191,42,day1/members/stevan/11_0191.webp,multi_face,mixed_scale,no,pending_review,no,no,no,high,not_assessed_in_face_review,no,pending,multi_face|mixed_scale|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
day4/members/onanong/10_0022.webp,10_0022.webp,webp,234012,4db8d287e16dec4296480416d83d7254316bef7f02fd82de859630ee2b6e24da,3840,2160,onanong,egocentric,onanong,day4,ok,valid,day4,10_0022,42,day4/members/onanong/10_0022.webp,multi_face,mixed_scale,yes,pending_review,no,no,no,high,not_assessed_in_face_review,no,pending,multi_face|mixed_scale|edge_or_partial|clutter_high,Candidate labels generated from reviewed face boxes and image-quality cues. Profile/occlusion and semantic scene labels require reviewer confirmation.
