index,image_id,candidate_reason,local_path
49,day3/fixed/kitchen/11_0414.webp,multimodal_eval_candidate,data/castle2024/raw/day3/fixed/kitchen/11_0414.webp
50,day4/members/stevan/12_0344.webp,multimodal_eval_candidate,data/castle2024/raw/day4/members/stevan/12_0344.webp
51,day2/fixed/meeting/08_0703.webp,multimodal_eval_candidate,data/castle2024/raw/day2/fixed/meeting/08_0703.webp
52,day1/members/bjorn/08_0362.webp,multimodal_eval_candidate,data/castle2024/raw/day1/members/bjorn/08_0362.webp
53,day3/fixed/reading/15_0213.webp,multimodal_eval_candidate,data/castle2024/raw/day3/fixed/reading/15_0213.webp
54,day3/fixed/meeting/18_0469.webp,multimodal_eval_candidate,data/castle2024/raw/day3/fixed/meeting/18_0469.webp
55,day3/members/tien/10_0507.webp,multimodal_eval_candidate,data/castle2024/raw/day3/members/tien/10_0507.webp
56,day2/members/onanong/16_0702.webp,multimodal_eval_candidate,data/castle2024/raw/day2/members/onanong/16_0702.webp
57,day1/members/bjorn/09_0664.webp,multimodal_eval_candidate,data/castle2024/raw/day1/members/bjorn/09_0664.webp
58,day3/members/florian/14_0685.webp,multimodal_eval_candidate,data/castle2024/raw/day3/members/florian/14_0685.webp
59,day4/members/allie/12_0176.webp,multimodal_eval_candidate,data/castle2024/raw/day4/members/allie/12_0176.webp
60,day1/fixed/living1/14_0018.webp,multimodal_eval_candidate,data/castle2024/raw/day1/fixed/living1/14_0018.webp
61,day3/fixed/living2/11_0133.webp,multimodal_eval_candidate,data/castle2024/raw/day3/fixed/living2/11_0133.webp
62,day1/members/werner/14_0398.webp,multimodal_eval_candidate,data/castle2024/raw/day1/members/werner/14_0398.webp
63,day3/members/luca/20_0398.webp,multimodal_eval_candidate,data/castle2024/raw/day3/members/luca/20_0398.webp
64,day3/fixed/living2/10_0246.webp,multimodal_eval_candidate,data/castle2024/raw/day3/fixed/living2/10_0246.webp
65,day4/fixed/meeting/14_0600.webp,multimodal_eval_candidate,data/castle2024/raw/day4/fixed/meeting/14_0600.webp
66,day3/fixed/living1/16_0566.webp,multimodal_eval_candidate,data/castle2024/raw/day3/fixed/living1/16_0566.webp
67,day2/fixed/meeting/09_0266.webp,multimodal_eval_candidate,data/castle2024/raw/day2/fixed/meeting/09_0266.webp
68,day3/members/bjorn/11_0112.webp,multimodal_eval_candidate,data/castle2024/raw/day3/members/bjorn/11_0112.webp
69,day1/fixed/reading/16_0008.webp,multimodal_eval_candidate,data/castle2024/raw/day1/fixed/reading/16_0008.webp
70,day2/members/stevan/10_0258.webp,multimodal_eval_candidate,data/castle2024/raw/day2/members/stevan/10_0258.webp
71,day4/members/cathal/13_0456.webp,multimodal_eval_candidate,data/castle2024/raw/day4/members/cathal/13_0456.webp
72,day4/members/cathal/09_0107.webp,multimodal_eval_candidate,data/castle2024/raw/day4/members/cathal/09_0107.webp
73,day2/members/luca/08_0508.webp,multimodal_eval_candidate,data/castle2024/raw/day2/members/luca/08_0508.webp
74,day1/members/tien/18_0650.webp,multimodal_eval_candidate,data/castle2024/raw/day1/members/tien/18_0650.webp
75,day4/fixed/living1/08_0542.webp,multimodal_eval_candidate,data/castle2024/raw/day4/fixed/living1/08_0542.webp
76,day4/fixed/reading/15_0495.webp,multimodal_eval_candidate,data/castle2024/raw/day4/fixed/reading/15_0495.webp
77,day3/members/allie/16_0164.webp,multimodal_eval_candidate,data/castle2024/raw/day3/members/allie/16_0164.webp
78,day4/members/allie/09_0520.webp,multimodal_eval_candidate,data/castle2024/raw/day4/members/allie/09_0520.webp
79,day1/members/florian/13_0111.webp,multimodal_eval_candidate,data/castle2024/raw/day1/members/florian/13_0111.webp
80,day3/members/bjorn/18_0319.webp,multimodal_eval_candidate,data/castle2024/raw/day3/members/bjorn/18_0319.webp
81,day1/members/onanong/17_0525.webp,multimodal_eval_candidate,data/castle2024/raw/day1/members/onanong/17_0525.webp
82,day1/members/klaus/08_0591.webp,multimodal_eval_candidate,data/castle2024/raw/day1/members/klaus/08_0591.webp
83,day3/fixed/living1/13_0472.webp,multimodal_eval_candidate,data/castle2024/raw/day3/fixed/living1/13_0472.webp
84,day2/members/werner/14_0471.webp,multimodal_eval_candidate,data/castle2024/raw/day2/members/werner/14_0471.webp
85,day1/members/bjorn/17_0555.webp,multimodal_eval_candidate,data/castle2024/raw/day1/members/bjorn/17_0555.webp
86,day2/members/cathal/17_0595.webp,multimodal_eval_candidate,data/castle2024/raw/day2/members/cathal/17_0595.webp
87,day1/members/werner/10_0365.webp,multimodal_eval_candidate,data/castle2024/raw/day1/members/werner/10_0365.webp
88,day1/fixed/meeting/14_0179.webp,multimodal_eval_candidate,data/castle2024/raw/day1/fixed/meeting/14_0179.webp
89,day2/members/cathal/19_0295.webp,multimodal_eval_candidate,data/castle2024/raw/day2/members/cathal/19_0295.webp
90,day1/fixed/meeting/12_0574.webp,multimodal_eval_candidate,data/castle2024/raw/day1/fixed/meeting/12_0574.webp
91,day4/fixed/living2/08_0042.webp,multimodal_eval_candidate,data/castle2024/raw/day4/fixed/living2/08_0042.webp
92,day1/fixed/living1/12_0021.webp,multimodal_eval_candidate,data/castle2024/raw/day1/fixed/living1/12_0021.webp
93,day1/fixed/reading/12_0649.webp,multimodal_eval_candidate,data/castle2024/raw/day1/fixed/reading/12_0649.webp
94,day1/fixed/living2/15_0719.webp,multimodal_eval_candidate,data/castle2024/raw/day1/fixed/living2/15_0719.webp
95,day3/fixed/reading/16_0452.webp,multimodal_eval_candidate,data/castle2024/raw/day3/fixed/reading/16_0452.webp
96,day3/fixed/meeting/20_0235.webp,multimodal_eval_candidate,data/castle2024/raw/day3/fixed/meeting/20_0235.webp
97,day2/members/onanong/10_0520.webp,multimodal_eval_candidate,data/castle2024/raw/day2/members/onanong/10_0520.webp
98,day3/fixed/reading/15_0594.webp,multimodal_eval_candidate,data/castle2024/raw/day3/fixed/reading/15_0594.webp
99,day3/members/luca/08_0474.webp,multimodal_eval_candidate,data/castle2024/raw/day3/members/luca/08_0474.webp
100,day2/fixed/living2/12_0127.webp,multimodal_eval_candidate,data/castle2024/raw/day2/fixed/living2/12_0127.webp
