index,image_id,candidate_reason,local_path
1,day1/members/allie/15_0479.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/allie/15_0479.webp
2,day1/members/allie/20_0005.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/allie/20_0005.webp
3,day1/members/bjorn/09_0277.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/bjorn/09_0277.webp
4,day1/members/bjorn/10_0469.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/bjorn/10_0469.webp
5,day1/members/bjorn/10_0697.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/bjorn/10_0697.webp
6,day1/members/bjorn/13_0690.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/bjorn/13_0690.webp
7,day1/members/bjorn/14_0337.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/bjorn/14_0337.webp
8,day1/members/bjorn/15_0160.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/bjorn/15_0160.webp
9,day1/members/bjorn/15_0361.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/bjorn/15_0361.webp
10,day1/members/bjorn/17_0553.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/bjorn/17_0553.webp
11,day1/members/cathal/09_0230.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/cathal/09_0230.webp
12,day1/members/cathal/10_0677.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/cathal/10_0677.webp
13,day1/members/cathal/14_0428.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/cathal/14_0428.webp
14,day1/members/florian/08_0373.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/florian/08_0373.webp
15,day1/members/florian/08_0674.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/florian/08_0674.webp
16,day1/members/klaus/08_0262.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/klaus/08_0262.webp
17,day1/members/luca/08_0407.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/luca/08_0407.webp
18,day1/members/luca/11_0360.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/luca/11_0360.webp
19,day1/members/luca/11_0369.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/luca/11_0369.webp
20,day1/members/luca/14_0258.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/luca/14_0258.webp
21,day1/members/luca/14_0319.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/luca/14_0319.webp
22,day1/members/luca/14_0397.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/luca/14_0397.webp
23,day1/members/luca/18_0714.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/luca/18_0714.webp
24,day1/members/onanong/09_0143.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/onanong/09_0143.webp
25,day1/members/onanong/10_0145.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/onanong/10_0145.webp
26,day1/members/onanong/10_0245.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/onanong/10_0245.webp
27,day1/members/onanong/13_0124.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/onanong/13_0124.webp
28,day1/members/stevan/08_0479.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/stevan/08_0479.webp
29,day1/members/stevan/08_0658.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/stevan/08_0658.webp
30,day1/members/stevan/14_0384.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/stevan/14_0384.webp
31,day1/members/stevan/18_0348.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/stevan/18_0348.webp
32,day1/members/tien/17_0065.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/tien/17_0065.webp
33,day1/members/werner/13_0541.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/werner/13_0541.webp
34,day1/members/werner/15_0522.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/werner/15_0522.webp
35,day1/members/werner/18_0572.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/werner/18_0572.webp
36,day1/members/werner/20_0497.webp,detector_false_negative_candidate,data/castle2024/raw/day1/members/werner/20_0497.webp
37,day2/members/allie/10_0242.webp,detector_false_negative_candidate,data/castle2024/raw/day2/members/allie/10_0242.webp
38,day2/members/allie/18_0721.webp,detector_false_negative_candidate,data/castle2024/raw/day2/members/allie/18_0721.webp
39,day2/members/allie/19_0554.webp,detector_false_negative_candidate,data/castle2024/raw/day2/members/allie/19_0554.webp
40,day2/members/bjorn/10_0309.webp,detector_false_negative_candidate,data/castle2024/raw/day2/members/bjorn/10_0309.webp
41,day2/members/bjorn/10_0681.webp,detector_false_negative_candidate,data/castle2024/raw/day2/members/bjorn/10_0681.webp
42,day2/members/bjorn/14_0229.webp,detector_false_negative_candidate,data/castle2024/raw/day2/members/bjorn/14_0229.webp
43,day2/members/bjorn/18_0214.webp,detector_false_negative_candidate,data/castle2024/raw/day2/members/bjorn/18_0214.webp
44,day2/members/cathal/10_0702.webp,detector_false_negative_candidate,data/castle2024/raw/day2/members/cathal/10_0702.webp
45,day2/members/cathal/17_0136.webp,detector_false_negative_candidate,data/castle2024/raw/day2/members/cathal/17_0136.webp
46,day2/members/cathal/20_0086.webp,detector_false_negative_candidate,data/castle2024/raw/day2/members/cathal/20_0086.webp
47,day2/members/cathal/20_0505.webp,detector_false_negative_candidate,data/castle2024/raw/day2/members/cathal/20_0505.webp
48,day2/members/florian/09_0720.webp,detector_false_negative_candidate,data/castle2024/raw/day2/members/florian/09_0720.webp
