relative_path,image_id,condition_label,review_status
day1/members/luca/12_0078.webp,day1/members/luca/12_0078.webp,no_face|motion_blur_or_low_sharpness|clutter_low,reviewed
day2/members/bjorn/16_0250.webp,day2/members/bjorn/16_0250.webp,no_face|downward_egocentric|clutter_high,reviewed
day3/members/tien/10_0512.webp,day3/members/tien/10_0512.webp,no_face|motion_blur_or_low_sharpness|clutter_low,reviewed
day1/members/werner/14_0048.webp,day1/members/werner/14_0048.webp,no_face|motion_blur_or_low_sharpness|clutter_low,reviewed
day4/members/werner/18_0362.webp,day4/members/werner/18_0362.webp,no_face|downward_egocentric|clutter_medium,reviewed
day4/members/werner/09_0017.webp,day4/members/werner/09_0017.webp,no_face|downward_egocentric|clutter_high,reviewed
day1/members/stevan/08_0631.webp,day1/members/stevan/08_0631.webp,no_face|downward_egocentric|low_light|clutter_high,reviewed
day2/members/florian/12_0020.webp,day2/members/florian/12_0020.webp,no_face|downward_egocentric|clutter_high,reviewed
day4/members/bao/08_0028.webp,day4/members/bao/08_0028.webp,no_face|downward_egocentric|clutter_medium,reviewed
day1/members/bjorn/18_0340.webp,day1/members/bjorn/18_0340.webp,no_face|motion_blur_or_low_sharpness|low_light|clutter_low,reviewed
day2/members/florian/19_0363.webp,day2/members/florian/19_0363.webp,no_face|downward_egocentric|clutter_medium,reviewed
day2/members/klaus/12_0264.webp,day2/members/klaus/12_0264.webp,no_face|downward_egocentric|low_light|clutter_high,reviewed
day1/members/luca/08_0069.webp,day1/members/luca/08_0069.webp,no_face|motion_blur_or_low_sharpness|clutter_low,reviewed
day3/members/klaus/12_0484.webp,day3/members/klaus/12_0484.webp,no_face|downward_egocentric|outdoor_or_vehicle|clutter_high,reviewed
day1/members/cathal/08_0346.webp,day1/members/cathal/08_0346.webp,no_face|motion_blur_or_low_sharpness|low_light|outdoor_or_vehicle|clutter_low,reviewed
day3/members/florian/19_0349.webp,day3/members/florian/19_0349.webp,no_face|downward_egocentric|clutter_medium,reviewed
day3/members/cathal/11_0509.webp,day3/members/cathal/11_0509.webp,no_face|downward_egocentric|clutter_high,reviewed
day2/members/bjorn/19_0429.webp,day2/members/bjorn/19_0429.webp,no_face|downward_egocentric|low_light|clutter_high,reviewed
day1/members/luca/12_0168.webp,day1/members/luca/12_0168.webp,no_face|downward_egocentric|clutter_medium,reviewed
day4/members/onanong/12_0450.webp,day4/members/onanong/12_0450.webp,no_face|downward_egocentric|clutter_medium,reviewed
day3/members/klaus/15_0375.webp,day3/members/klaus/15_0375.webp,no_face|downward_egocentric|clutter_high,reviewed
day3/members/allie/12_0570.webp,day3/members/allie/12_0570.webp,no_face|motion_blur_or_low_sharpness|low_light|outdoor_or_vehicle|clutter_low,reviewed
day3/members/tien/09_0391.webp,day3/members/tien/09_0391.webp,no_face|downward_egocentric|clutter_medium,reviewed
day3/members/stevan/20_0090.webp,day3/members/stevan/20_0090.webp,no_face|motion_blur_or_low_sharpness|clutter_low,reviewed
day1/members/florian/08_0341.webp,day1/members/florian/08_0341.webp,no_face|downward_egocentric|clutter_medium,reviewed
day3/members/cathal/12_0524.webp,day3/members/cathal/12_0524.webp,no_face|motion_blur_or_low_sharpness|outdoor_or_vehicle|clutter_low,reviewed
day3/members/klaus/12_0480.webp,day3/members/klaus/12_0480.webp,no_face|downward_egocentric|outdoor_or_vehicle|clutter_high,reviewed
day1/members/werner/13_0606.webp,day1/members/werner/13_0606.webp,no_face|low_light|clutter_low,reviewed
day4/members/bjorn/10_0076.webp,day4/members/bjorn/10_0076.webp,no_face|clutter_low,reviewed
day3/members/luca/19_0582.webp,day3/members/luca/19_0582.webp,no_face|motion_blur_or_low_sharpness|clutter_low,reviewed
day1/members/tien/08_0068.webp,day1/members/tien/08_0068.webp,no_face|downward_egocentric|clutter_high,reviewed
day1/members/florian/18_0328.webp,day1/members/florian/18_0328.webp,no_face|downward_egocentric|low_light|clutter_medium,reviewed
day3/members/klaus/11_0207.webp,day3/members/klaus/11_0207.webp,no_face|motion_blur_or_low_sharpness|clutter_low,reviewed
day2/members/bjorn/15_0627.webp,day2/members/bjorn/15_0627.webp,no_face|downward_egocentric|clutter_high,reviewed
day2/members/klaus/15_0590.webp,day2/members/klaus/15_0590.webp,no_face|downward_egocentric|clutter_high,reviewed
day1/members/werner/11_0547.webp,day1/members/werner/11_0547.webp,no_face|motion_blur_or_low_sharpness|clutter_low,reviewed
day3/members/allie/10_0655.webp,day3/members/allie/10_0655.webp,no_face|clutter_low,reviewed
day2/members/allie/13_0179.webp,day2/members/allie/13_0179.webp,no_face|downward_egocentric|clutter_high,reviewed
day1/members/florian/15_0647.webp,day1/members/florian/15_0647.webp,no_face|downward_egocentric|clutter_medium,reviewed
day2/members/klaus/12_0531.webp,day2/members/klaus/12_0531.webp,no_face|downward_egocentric|low_light|clutter_medium,reviewed
day1/members/bjorn/15_0586.webp,day1/members/bjorn/15_0586.webp,no_face|downward_egocentric|clutter_medium,reviewed
day1/members/bjorn/09_0318.webp,day1/members/bjorn/09_0318.webp,no_face|downward_egocentric|low_light|clutter_medium,reviewed
day2/members/onanong/16_0470.webp,day2/members/onanong/16_0470.webp,no_face|motion_blur_or_low_sharpness|clutter_low,reviewed
day2/members/werner/20_0620.webp,day2/members/werner/20_0620.webp,no_face|downward_egocentric|clutter_high,reviewed
day4/members/bjorn/08_0126.webp,day4/members/bjorn/08_0126.webp,no_face|motion_blur_or_low_sharpness|clutter_low,reviewed
day1/members/florian/18_0375.webp,day1/members/florian/18_0375.webp,no_face|downward_egocentric|low_light|clutter_medium,reviewed
day1/members/bjorn/14_0017.webp,day1/members/bjorn/14_0017.webp,no_face|downward_egocentric|clutter_medium,reviewed
