relative_path,image_id,condition_label,review_status
day4/members/florian/11_0412.webp,day4/members/florian/11_0412.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_high,reviewed
day2/members/klaus/18_0601.webp,day2/members/klaus/18_0601.webp,multi_face|small|low_light|clutter_high,reviewed
day4/members/allie/12_0604.webp,day4/members/allie/12_0604.webp,multi_face|small|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|low_light|clutter_low,reviewed
day3/members/stevan/09_0286.webp,day3/members/stevan/09_0286.webp,multi_face|small|clutter_medium,reviewed
day3/members/tien/20_0434.webp,day3/members/tien/20_0434.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,reviewed
day3/members/florian/19_0198.webp,day3/members/florian/19_0198.webp,single_face|small|clutter_high,reviewed
day4/members/werner/12_0528.webp,day4/members/werner/12_0528.webp,multi_face|small|clutter_medium,reviewed
day3/members/bjorn/20_0140.webp,day3/members/bjorn/20_0140.webp,multi_face|small|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|low_light|clutter_low,reviewed
day2/members/cathal/19_0687.webp,day2/members/cathal/19_0687.webp,multi_face|small|low_light|clutter_high,reviewed
day4/members/stevan/13_0714.webp,day4/members/stevan/13_0714.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,reviewed
day1/members/luca/08_0225.webp,day1/members/luca/08_0225.webp,multi_face|small|clutter_medium,reviewed
day1/members/allie/14_0135.webp,day1/members/allie/14_0135.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,reviewed
day1/members/allie/10_0099.webp,day1/members/allie/10_0099.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,reviewed
day1/members/bjorn/15_0004.webp,day1/members/bjorn/15_0004.webp,multi_face|small|clutter_medium,reviewed
day2/members/klaus/10_0629.webp,day2/members/klaus/10_0629.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_high,reviewed
day4/members/werner/08_0337.webp,day4/members/werner/08_0337.webp,multi_face|small|clutter_medium,reviewed
day4/members/stevan/13_0149.webp,day4/members/stevan/13_0149.webp,multi_face|small|edge_or_partial|profile_or_occluded|motion_blur_or_low_sharpness|clutter_low,reviewed
day1/members/luca/08_0716.webp,day1/members/luca/08_0716.webp,multi_face|small|clutter_high,reviewed
day3/members/werner/08_0688.webp,day3/members/werner/08_0688.webp,multi_face|small|clutter_medium,reviewed
day3/members/luca/18_0573.webp,day3/members/luca/18_0573.webp,multi_face|small|clutter_low,reviewed
day4/members/luca/14_0559.webp,day4/members/luca/14_0559.webp,single_face|small|clutter_medium,reviewed
day1/members/onanong/10_0201.webp,day1/members/onanong/10_0201.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,reviewed
day3/members/florian/12_0302.webp,day3/members/florian/12_0302.webp,single_face|small|clutter_high,reviewed
day4/members/bjorn/08_0670.webp,day4/members/bjorn/08_0670.webp,single_face|small|clutter_medium,reviewed
day3/members/luca/18_0517.webp,day3/members/luca/18_0517.webp,multi_face|small|edge_or_partial|profile_or_occluded|low_light|clutter_medium,reviewed
day1/members/bjorn/10_0088.webp,day1/members/bjorn/10_0088.webp,multi_face|small|edge_or_partial|profile_or_occluded|low_light|clutter_high,reviewed
day4/members/bjorn/13_0126.webp,day4/members/bjorn/13_0126.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,reviewed
day3/members/klaus/09_0194.webp,day3/members/klaus/09_0194.webp,single_face|small|clutter_high,reviewed
day3/members/klaus/20_0128.webp,day3/members/klaus/20_0128.webp,multi_face|small|motion_blur_or_low_sharpness|low_light|clutter_low,reviewed
day2/members/onanong/17_0009.webp,day2/members/onanong/17_0009.webp,single_face|small|edge_or_partial|profile_or_occluded|clutter_low,reviewed
day3/members/bjorn/18_0483.webp,day3/members/bjorn/18_0483.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,reviewed
day4/members/bao/11_0220.webp,day4/members/bao/11_0220.webp,multi_face|small|clutter_medium,reviewed
day3/members/klaus/18_0613.webp,day3/members/klaus/18_0613.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_high,reviewed
day1/members/cathal/10_0708.webp,day1/members/cathal/10_0708.webp,multi_face|small|edge_or_partial|profile_or_occluded|low_light|clutter_medium,reviewed
day3/members/allie/12_0148.webp,day3/members/allie/12_0148.webp,multi_face|small|low_light|clutter_high,reviewed
day2/members/luca/10_0586.webp,day2/members/luca/10_0586.webp,multi_face|small|clutter_high,reviewed
day1/members/onanong/17_0468.webp,day1/members/onanong/17_0468.webp,single_face|small|clutter_medium,reviewed
day3/members/allie/18_0514.webp,day3/members/allie/18_0514.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_high,reviewed
day1/members/allie/10_0296.webp,day1/members/allie/10_0296.webp,multi_face|small|edge_or_partial|profile_or_occluded|clutter_medium,reviewed
day1/members/tien/08_0310.webp,day1/members/tien/08_0310.webp,multi_face|small|motion_blur_or_low_sharpness|clutter_low,reviewed
